artist,genre,Start,End,Location,Hotttnesss,Discovery,Familiarity
Joker's Wild,a cappella,"Cambridge, England, GB",1990,9999,0.286568,0.370987,0.3551201687321407
Firedrill!,a cappella,"Portland, OR, US",9999,9999,0.261765,0.370222,0.3543878871991487
Testimony A Cappella,a cappella,"Stanford, CA, US",9999,9999,0.261338,0.369897,0.3540767872014724
Donnisulana,a cappella,none,9999,9999,0.08141,0.272654,0.26099279620443055
Klapa Luka,a cappella,none,9999,9999,0.136974,0.268557,0.2570710217721847
Cappella Caeciliana,a cappella,IRELAND,9999,9999,0.189296,0.267556,0.2561128337793417
Exit 69,a cappella,"South Lyon, MI, US",9999,9999,0.205171,0.269632,0.2581000448414218
Dealer's Choice,a cappella,"Waterloo, Ontario, CA",9999,9999,0.23893,0.342705,0.3280477683189661
Dartmouth Dodecaphonics,a cappella,"Dartmouth College, Hanover, NH, US",9999,9999,0.225369,0.340028,0.32548526156887525
Mal Webb,a cappella,"Melbourne, Victoria, AU",1984,9999,0.279784,0.322445,0.3086542730792052
The Exboyfriends,a cappella,"New York, NY, US",9999,9999,0.210448,0.323659,0.3098163512243715
Yesteryear,a cappella,"Boston, MA, US",1990,1990,0.3004,0.322639,0.3088399758470489
University of Virginia Academical Village People,a cappella,none,9999,9999,0.091711,0.322681,0.3088801795390563
Beggars Velvet,a cappella,"Great Britain, GB",9999,9999,0.1367,0.32258,0.3087834992320861
The Gentlemen of the College,a cappella,"College of William and Mary Williamsburg, Virginia",1990,9999,0.269341,0.319631,0.3059606257147093
Echo Lane,a cappella,"Houston, TX, US",9999,9999,0.163897,0.292946,0.28041692282857805
Shakapella,a cappella,none,2000,2000,0.166407,0.297669,0.28493792371788657
Wise Guy,a cappella,"Cologne, North Rhine-Westphalia, DE",1995,9999,0.203202,0.296334,0.28366002065050844
Vocaleros,a cappella,none,1992,2000,0.077169,0.308096,0.294918968874105
Hi-Fidelity,a cappella,"New York, NY, US",1990,1990,0.341278,0.290892,0.27845077084326364
Len Walston,a cappella,"Anderson, Indiana;",2001,9999,0.131556,0.297619,0.2848900621797825
Lumen Valo,a cappella,"Helsinki, Finland",1993,9999,0.267548,0.281363,0.2693293189113939
Hookslide,a cappella,"San Jose, CA",9999,9999,0.234927,0.285948,0.27371822195553525
Claremont Shades,a cappella,Claremont California,1995,9999,0.18737,0.272283,0.2606376635916985
Cartoon Johnny,a cappella,"Arlington, VA",9999,9999,0.233021,0.264647,0.2533282494924481
Cornell University Last Call,a cappella,none,9999,9999,0.090208,0.264268,0.07113582906347826
Westminster Chorus,a cappella,"Westminster, London, England, GB",9999,9999,0.318084,0.271696,0.260075769134357
Victory Road Quartet,a cappella,"California, US",9999,9999,0.187241,0.264828,0.2535015082603847
The Tsinandali Choir,a cappella,"Georgia, US",1980,2000,0.215917,0.312764,0.2993873220714991
The Brabant Ensemble,a cappella,"Oxford, England, GB",1998,9999,0.196395,0.312658,0.2992858556107185
Paska,a cappella,,1985,9999,0.310026,0.296823,0.284128106493166
The Richter Scales,a cappella,"San Francisco, CA, US",9999,9999,0.267959,0.32225,0.3084676130805994
Redhot & Blue,a cappella,"New Haven, CT",1977,9999,0.265841,0.322211,0.3084302810808783
Velvet Voices,a cappella,Austria,9999,9999,0.219358,0.267933,0.2564737097766462
Shmacapella,a cappella,"Baltimore, MD, US",2007,9999,0.190784,0.26479,0.2534651334914257
Harmonyworks,a cappella,none,9999,9999,0.085389,0.266631,0.25522739532441674
Emocapella,a cappella,"Washington, DC | 	",2001,9999,0.269321,0.232578,0.0
Dartmouth Cords,a cappella,none,9999,9999,0.177755,0.14659,0.1403204574134525
Charity Zisengwe,a cappella,"Mutoko, Mashonaland East, ZW",1997,9999,0.161073,0.261902,0.2507006510505358
University of Oregon On The Rocks,a cappella,none,9999,9999,0.09998,0.156027,0.0
Jim Mageean & Johnny Collins,a cappella,none,9999,9999,0.043142,0.168328,0.0030793636915979897
Key of She,a cappella,"Lambertville, NJ",9999,9999,0.192093,0.167448,0.08300361775980585
New York University Mass Transit,a cappella,none,9999,9999,0.066297,0.075364,0.015471555808806225
Emily Ovenden,a cappella,England,1997,9999,0.198437,0.126912,0.03691827989884132
Northwestern University Purple Haze,a cappella,none,9999,9999,0.080659,0.138013,0.009635521397686465
The Madrigals,a cappella,Salem Oregon,9999,9999,0.235748,0.136871,0.07906715747578841
University of Illinois Xtension Chords,a cappella,United States,9999,9999,0.136103,0.139759,0.05143729050363532
University of Pennsylvania Counterparts,a cappella,none,9999,9999,0.050884,0.080283,0.07684935727214821
Rannveig Sif Sigurdardottir,a cappella,none,9999,9999,0.091516,0.088428,0.015899586357560898
Wize Guys,a cappella,"Cologne, Germany",1995,9999,0.151895,0.086333,0.08264060338273821
Johns Hopkins University Octopodes,a cappella,none,9999,9999,0.066884,0.089197,0.006868254203386612
Singing Busts,a cappella,none,9999,9999,0.06601,0.095115,0.008289875676555614
Modell Andante,a cappella,none,1993,2003,0.058445,0.094517,0.0058279196462572985
Elizabethtown College Phalanx,a cappella,none,9999,9999,0.079601,0.098592,0.01016002619179035
Colgate University Thirteen,a cappella,none,1942,9999,0.036942,0.092043,0.002778938882977523
Amazin' Blue,a cappella,none,1987,9999,0.203992,0.0,0.0
Sailor's Dream,a cappella,"Colorado, US",9999,9999,0.155666,0.307426,0.29427762426351073
The Master's Men,a cappella,"North Carolina, US",9999,9999,0.242637,0.30591,0.29282646242819604
Melodeers,a cappella,Deerfield Illinois,1960,9999,0.19084,0.312726,0.2993509473025401
Most Happy Fellows,a cappella,none,1977,1977,0.210056,0.310591,0.29730725962549714
Anne Gomez,a cappella,"Scotland, GB",9999,9999,0.226308,0.310068,0.2968066279369288
Saturday Evening Post,a cappella,"Tokyo Prefecture, JP",9999,9999,0.242028,0.311121,0.2978145919294
No Better Cause,a cappella,"Nebraska, US",9999,9999,0.227983,0.3075,0.2943484593399048
Unity Praise Ensemble,a cappella,"Tampa, FL, US",9999,9999,0.169423,0.305966,0.2928800673508726
Jamaica Cafe,a cappella,"Jakarta, DKI Jakarta, ID",1996,9999,0.307774,0.305881,0.29279870273609565
The Parsons Affayre,a cappella,Australia,9999,9999,0.214042,0.305046,0.291999415049758
Tobias Künzel,a cappella,"Leipzig, Saxony, DE",9999,9999,0.206796,0.304121,0.29111397659483307
Atlanta Sacred Chorale,a cappella,"Atlanta, Georgia",1985,9999,0.269011,0.30729,0.1249283667235665
Klapa Libar,a cappella,"Split, Splitsko-Dalmatinska, HR",9999,9999,0.284144,0.30426,0.2912470316707624
Boyz To Men,a cappella,"Philadelphia, Pennsylvania",1988,9999,0.399099,0.308739,0.10838662261828012
All Of The Above,a cappella,"Saskatoon, Saskatchewan, CA",9999,9999,0.396902,0.305908,0.29282454796667184
The Wesleyan Spirits,a cappella,"Middletown, CT",9999,9999,0.241509,0.305308,0.29225020950942326
Klapa Lucica,a cappella,none,9999,9999,0.068668,0.304634,0.2916050359757807
Lilli Lewis,a cappella,"Connecticut, US",2000,2000,0.225795,0.30344,0.2904621024458559
Capella Gregorian,a cappella,none,9999,9999,0.06343,0.302495,0.2895575193756894
Vancouver Cantata Singers,a cappella,"Vancouver, British Columbia, CA",9999,9999,0.264858,0.301901,0.2889889243030133
The Sons of Harmony,a cappella,"Maryland, US",1990,2010,0.171436,0.253298,0.2424646375735909
APC Rhythm,a cappella,none,9999,9999,0.217081,0.244108,0.2336676868700666
Marcoux Corner,a cappella,"Minneapolis, MN, US",9999,9999,0.264482,0.243498,0.1117437014015941
The Apollo's,a cappella,Japan,9999,9999,0.222041,0.242692,0.2323122481109599
Binghamton Crosbys,a cappella,"Binghamton, NY, US",9999,9999,0.287551,0.248825,0.2381829443748026
University Of Rochester Midnight,a cappella,,1998,9999,0.212062,0.250188,0.16305946593732082
Beelzebubs,a cappella,"Medford, Massachusetts, United States",1962,9999,0.301117,0.2478,0.2820442151241157
Diversions,a cappella,"South Hadley, MA, US",9999,9999,0.247406,0.245021,0.1032522931203816
Circle Of Soul,a cappella,"New York, NY, US",9999,9999,0.168013,0.244732,0.08239508567997357
University of Wisconsin MadHatters & Tangled Up In Blue,a cappella,"Wisconsin, US",9999,9999,0.074007,0.249439,0.23877068406272034
Vocomotion,a cappella,none,9999,9999,0.213971,0.248421,0.1542463281414736
Drexel Treblemakers,a cappella,"Pennsylvania, US",9999,9999,0.176392,0.246391,0.053359070736137985
Downside Abbey,a cappella,none,9999,9999,0.191171,0.249307,0.12772220910489662
Home Free Vocal Band,a cappella,"Mankato, Minnesota",2000,9999,0.198051,0.239308,0.0
Bornus Consort,a cappella,none,9999,9999,0.154963,0.236483,0.22636880230919904
Ois Voice !,a cappella,none,9999,9999,0.112797,0.240969,0.23066293950789435
Permanent Fish,a cappella,none,9999,9999,0.136043,0.246949,0.23638717946513868
Vocal Group Cosmos,a cappella,"Riga, Rļga, LV",2002,2009,0.246381,0.250356,0.23964846467154866
Karen Foster,a cappella,United States,2000,2010,0.137552,0.254239,0.2433653917207091
Kate Long,a cappella,United States,9999,9999,0.139417,0.254323,0.24344579910472394
Earl Vickers,a cappella,none,9999,9999,0.038979,0.253282,0.24244932188139762
The Beelzebubs,a cappella,none,9999,9999,0.256399,0.252024,0.05211010709121882
Remake,a cappella,"Thessaloniki, Macedonia and Thrace, GR",1990,2000,0.343377,0.26159,0.25040199505276645
Loj,a cappella,"New York, NY, US",9999,9999,0.221821,0.260305,0.24917195352349242
Dr. Montrell Greene,a cappella,United States,9999,9999,0.0,0.260218,0.0
Maggie Wheeler,a cappella,"Manhattan, New York, NY, US",1982,9999,0.169613,0.260217,0.24908771721642925
David Maddux,a cappella,none,9999,9999,0.061356,0.260131,0.016980828699867254
Ilona Krasavtseva,a cappella,Russian Federation,9999,9999,0.031627,0.260129,0.24900348090936616
Labrys,a cappella,"New Hampshire, US",9999,9999,0.162609,0.260104,0.24897955014031412
Turetsky Choir,a cappella,Moscow Russia,1989,9999,0.207048,0.260065,0.24894221814059297
Kimberly Braun,a cappella,"Florida, US",9999,9999,0.015813,0.259252,0.2481639895310211
Agnes Walsh,a cappella,CANADA - Newfoundland and Labrador,9999,9999,0.091239,0.258983,0.24790649445602136
Vokalista,a cappella,"Idaho, US",9999,9999,0.090244,0.257083,0.24608775600806745
Dylan Seibert,a cappella,"Illinois, US",9999,9999,0.0,0.257006,0.0
"Ute Bonn, Voicedancer",a cappella,United States,9999,9999,0.035767,0.256566,0.2455928677040716
"Robin McGrath, Robert Joy, Rick Boland & Anita Best",a cappella,CANADA - Newfoundland and Labrador,9999,9999,0.0,0.256902,0.0
Itsi Kleinfeld & Tzvi Silberstein,a cappella,United States,9999,9999,0.0,0.256902,0.0
The En-kata Choir,a cappella,Tanzania,9999,9999,0.033143,0.262164,0.250951445510201
Colleen McNally-Harris,a cappella,"Youngstown, OH, US",9999,9999,0.16777,0.261684,0.2504919747444021
St Romanos Press,a cappella,Alaska,9999,9999,0.117675,0.260987,0.24982478490323168
The Sound of the Northwest,a cappella,Washington,9999,9999,0.070092,0.262925,0.25167989812014463
Whiffenpoofs,a cappella,none,1909,9999,0.253119,0.262477,0.2512510587387323
Joint Sound,a cappella,"Jakarta,Indonesia",9999,9999,0.132178,0.260838,0.2496821575196816
All Saints of America Mission,a cappella,Alaska,9999,9999,0.041604,0.2606,0.24945433659830632
Duv,a cappella,"New York, NY, US",9999,9999,0.225345,0.261052,0.2498870049027669
Voices of a Different Dream,a cappella,"Pennsylvania, US",9999,9999,0.193067,0.26164,0.2504498565908705
Merry Madrygal Mavyns,a cappella,Colorado,9999,9999,0.038979,0.260777,0.24962376644319462
Les Comedian Harmonists,a cappella,"Berlin, Germany",1927,1934,0.167234,0.260786,0.24963238152005338
Three of Cups,a cappella,none,9999,9999,0.197801,0.265372,0.2540222417949568
The Comedy Harmonists,a cappella,none,1927,1934,0.175949,0.265228,0.25388440056521716
The Gospel Disciples,a cappella,"Virginia, US",9999,9999,0.044495,0.261597,0.2504086956681011
Ephraim Figueroa,a cappella,"Boston, MA, US",9999,9999,0.02579,0.261189,0.0
The Socal Vocals,a cappella,"Los Angeles, CA, US",9999,9999,0.283183,0.260121,0.2489958230632695
Bolyki Brothers,a cappella,none,9999,9999,0.256871,0.25511,0.24419913971448168
Choeur du Roi,a cappella,none,9999,9999,0.233021,0.253952,0.24309066649199187
Felice Bois,a cappella,"California, US",9999,9999,0.185271,0.254679,0.24378657325602474
Vocal Paint,a cappella,CANADA - Ontario,9999,9999,0.019954,0.254404,0.2435233347964525
チキンガーリックステーキ,a cappella,none,9999,9999,0.219137,0.265603,0.25424336210099746
Disguise the Sky,a cappella,none,9999,9999,0.132797,0.265592,0.2542328325626146
Manhattan Choral Ensemble,a cappella,"New York,New York,United States",9999,9999,0.127432,0.263418,0.25215181288585053
5 Alone,a cappella,none,9999,9999,0.122458,0.263179,0.2519230347337132
Kat Katsanis,a cappella,New York,9999,9999,0.100299,0.260779,0.2496256809047188
Coleman Hawkins acc. By The Berries,a cappella,none,9999,9999,0.056219,0.263181,0.25192494919523734
Terence Scott Cooper,a cappella,"California, US",9999,9999,0.095379,0.263327,0.2520647048865011
Ritallin,a cappella,"Ottawa,Canada",9999,9999,0.139096,0.263797,0.25251460334467923
Throat Culture,a cappella,"San Francisco, CA, US",9999,9999,0.257556,0.209982,0.15507208881185727
U. Penn Off The Beat,a cappella,none,9999,9999,0.08095,0.206462,0.0
Coral Do Botão,a cappella,none,9999,9999,0.283766,0.240909,0.1184771348278261
Choir of Benedictine Nuns at the Abbey of Regina Laudis,a cappella,none,9999,9999,0.055118,0.216007,0.20676854522482865
The Benedictine Monks of St. Wandrille de Fontenelle,a cappella,none,9999,9999,0.137202,0.209164,0.0
Choral Arts Society of Washington,a cappella,"Washington, DC, US",1965,9999,0.23638,0.206809,0.13756743925318687
Aine Meenaghan,a cappella,Illinois,9999,9999,0.039908,0.259821,0.24870865383464524
Ancestra,a cappella,none,9999,9999,0.127763,0.260106,0.2489814646018383
Anne Pringle & Mark Burnell,a cappella,Illinois,9999,9999,0.036919,0.260437,0.24929830798408706
Andrew Gordon,a cappella,"Glasgow, Scotland, GB",9999,9999,0.298815,0.259932,0.2488149064492362
Chór Akademicki UW,a cappella,none,9999,9999,0.246937,0.263408,0.0
Klapa Teuta,a cappella,none,9999,9999,0.061755,0.259476,0.24837840922172727
Fourth Avenue,a cappella,United States,9999,9999,0.264702,0.258983,0.24790649445602136
Carol Ponder,a cappella,"Tennessee, US",9999,9999,0.023166,0.258983,0.24790649445602136
Schinze,a cappella,"Draguignan,France",9999,9999,0.179318,0.258908,0.24783470214886527
The Pittsburgh Compline Choir,a cappella,Pennsylvania,9999,9999,0.029304,0.258763,0.24769590368836353
Alverto Taxo,a cappella,Ecuador,9999,9999,0.0,0.258983,0.0
S.A.C. Choir,a cappella,none,9999,9999,0.079797,0.170224,0.008791362632750302
Udo und Brigitte,a cappella,none,9999,9999,0.028009,0.177721,0.17012000826779583
Spartan Dischords,a cappella,East Lansing Michigan,1982,9999,0.255521,0.168216,0.15885157755770354
Interstate Rivals,a cappella,none,1982,1991,0.213707,0.164813,0.24617773569970305
Maanakka,a cappella,none,1998,9999,0.093024,0.174503,0.015335203670389857
Cornell University Hangovers,a cappella,"Cornell University Ithaca, New York",1868,9999,0.232817,0.171455,0.018298317148323154
Talk to the Hand,a cappella,"Reading, MA",1996,2008,0.254124,0.196667,0.03734593308941295
The Knudsen Bros,a cappella,United States,9999,9999,0.061557,0.186199,0.031390152478427524
Mike Tomkins,a cappella,none,9999,9999,0.198079,0.172561,0.06790347825187697
Dave Bulmer,a cappella,none,9999,9999,0.082288,0.170389,0.0
Sava Negrean,a cappella,none,9999,9999,0.11229,0.127084,0.03807183773718821
Nor'easters a Cappella,a cappella,"Massachusetts, US",9999,9999,0.045744,0.12684,0.002989014333012398
The Solist,a cappella,none,9999,9999,0.118223,0.121592,0.11639160282295188
Basin Street,a cappella,"Austin, TX, US",9999,9999,0.266628,0.120091,0.04356677139817679
Sarah Alawami,a cappella,"Nevada, US",9999,9999,0.031626,0.132749,0.1270714264354895
Cornell University Chordials,a cappella,none,9999,9999,0.087119,0.128631,0.12312955015723998
University of Southern California Reverse Osmosis,a cappella,none,9999,9999,0.119955,0.126571,0.10984031548726958
Trinity-St. Sergius Laura Choir,a cappella,none,9999,9999,0.063604,0.129765,0.007783162368662906
Omar Cooley,a cappella,"Los Angeles, CA, US",9999,9999,0.079629,0.12214,0.0
Amarcord Ensemble,a cappella,"Leipzig, Germany",1992,9999,0.158535,0.125436,0.1200711978723912
Barry Hyde,a cappella,"Sunderland, England",2000,9999,0.159578,0.12416,0.11884977141997587
Ysaye Barnwell,a cappella,"New York, NY, US",1977,9999,0.176186,0.111305,0.036784335032118205
Les Voix Bulgares,a cappella,none,1952,9999,0.073286,0.106923,0.008348889282519987
Newfoundland Symphony Youth Choir sings Stephen Hatfield,a cappella,CANADA - Newfoundland and Labrador,9999,9999,0.025797,0.110506,0.105779742594522
Waschkraft,a cappella,"Dusseldorf, North Rhine-Westphalia, DE",2000,2010,0.216462,0.11207,0.10727685150641669
"Lay Clerks of St George's Chapel, Windsor Castle, Timothy Byram-Wigfield",a cappella,none,9999,9999,0.049439,0.108393,0.10375711399424488
Blind Man's Bluff,a cappella,"New Orleans, LA, US",9999,9999,0.231239,0.154218,0.12119538758210746
Free Indeed and Jerome Williams,a cappella,"Arkansas, US",9999,9999,0.029945,0.107945,0.10332827461283259
Calvin McCoy,a cappella,United States,9999,9999,0.119002,0.105196,0.009669430747940001
Ferdi Bolland,a cappella,Netherlands,1972,1998,0.157984,0.104503,0.019020818380953493
Acapickels,a cappella,none,1989,2008,0.112716,0.112959,0.05329344779795747
The Hilliard Ensemble [Ensemble],a cappella,none,9999,9999,0.149837,0.105846,0.0
Bastian Emig,a cappella,Germany,2010,9999,0.154193,0.114719,0.036493906044525695
Karen Parker,a cappella,"California, US",9999,9999,0.086056,0.106803,0.024665359637089025
Patrick Dupre Quigley & Seraphic Fire,a cappella,Florida,9999,9999,0.022683,0.112122,0.10732662750604488
Colorado College Back Row,a cappella,none,9999,9999,0.164463,0.178559,0.04617465004013459
Aca & Pella,a cappella,"Los Angeles, CA, US",1995,9999,0.170995,0.187171,0.21722745004136038
Dark Side of the Moon A Cappella,a cappella,"Chicago, IL",9999,9999,0.219907,0.182739,0.0785596135691239
Gerd Show,a cappella,none,9999,9999,0.246836,0.185857,0.17790803774808678
The Acafellas,a cappella,"Daytona Beach, FL, US",9999,9999,0.2352,0.183207,0.06482271614338683
Brigham Young University Vocal Point,a cappella,none,9999,9999,0.191451,0.188788,0.16179592956073954
Echte Kerle,a cappella,none,9999,9999,0.215988,0.187491,0.1794721528133271
